timestamp,visitorid,event,itemid,transactionid
1433175618422,390248,view,376911,
1433173541749,565684,view,387488,
1433175619219,615793,view,306433,
1433172940779,785611,view,64751,
1433174850679,14699,view,265166,
1433172373453,500669,view,447995,
1433176308726,1192199,view,461765,
1433174725422,1033786,view,209619,
1433174467797,1056912,view,110515,
1433173539824,1103186,view,257952,
1433176473625,35692,view,172063,
1433172456013,118053,view,304877,
1433172757638,1072485,view,38403,
1433173328039,1194501,view,165084,
1433176640051,409254,view,276245,
1433176063071,343153,view,262159,
1433172745953,1235292,view,293735,
1433176050975,438659,view,4332,
1433176609819,809753,view,153280,
1433176777974,1321540,view,91249,
1433173512893,40946,view,140141,
1433173535616,404768,view,263188,
1433175625341,1085369,view,267196,
1433173728239,672060,view,217268,
1433175109292,492165,view,191101,
1433176373044,383770,view,158507,
1433173354239,1349454,view,370956,
1433175408906,189384,view,299044,
1433173499307,284327,view,147965,
1433173352925,1094964,view,6992,
1433176632267,262510,view,58961,
1433176143401,448855,view,256695,
1433176193130,110339,view,10659,
1433175999709,302896,view,111010,
1433175161357,1053369,view,138273,
1433176574575,1324247,view,391131,
1433172985504,1390955,view,81470,
1433172992159,518838,view,354701,
1433172352825,697663,view,110994,
1433175629346,343153,view,28100,
1433176054009,1301339,view,209792,
1433175117985,562136,view,293687,
1433174075536,1221409,view,408404,
1433175120851,1109399,view,387691,
1433174342129,446721,view,332628,
1433172356228,1098018,view,456889,
1433174658922,901082,view,338130,
1433175158211,1351643,view,156993,
1433173348889,127547,view,177478,
1433176417216,139579,view,188558,
1433173503208,1326818,view,409655,
1433175905485,1161163,view,383396,
1433173046480,1308992,view,240421,
1433172946315,1071808,view,426550,
1433174926523,945706,view,121318,
1433172463583,184551,view,277276,
1433174413087,834101,view,429963,
1433175269636,12635,view,275269,
1433174265621,1235292,view,240004,
1433173437084,404768,view,325256,
1433175266327,752647,view,360516,
1433173088176,751255,view,167484,
1433173640262,668436,view,193359,
1433174430018,1381613,view,60376,
1433174482157,232569,view,306256,
1433176121274,343153,view,262159,
1433173348092,127547,view,391089,
1433174919240,189384,view,299044,
1433172927608,1223889,view,243355,
1433173912155,127547,view,270950,
1433175945068,472533,view,12523,
1433174916114,1404317,view,99038,
1433175848050,607793,view,168515,
1433174942184,1283529,view,207108,
1433172453651,73449,view,65286,
1433172967661,977087,view,373384,
1433176502466,1208311,view,375239,
1433175854695,216801,view,19629,
1433172758593,610183,view,272563,
1433182890869,815279,view,12489,
1433182613050,778052,view,234865,
1433182895812,326157,view,88402,
1433182899272,801815,view,365425,
1433182901002,350566,view,299044,
1433182903229,1083852,view,82174,
1433182591447,973299,view,277264,
1433182912334,826578,view,96776,
1433182914051,130434,view,284600,
1433182916416,1337946,view,183087,
1433182923465,1210904,view,381265,
1433182929093,728227,view,240909,
